City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI
Ahmedabad,2018-08-12,25.06,,25.26,54.71,45.54,,25.26,21.64,10.33,402.0
Ahmedabad,2018-08-13,32.05,,29.19,48.62,45.5,,29.19,42.09,10.76,469.0
Ahmedabad,2018-08-14,44.02,,30.74,54.33,49.44,,30.74,48.99,7.14,476.0
Ahmedabad,2018-08-15,48.73,,27.87,47.11,43.78,,27.87,31.19,11.25,459.0
Ahmedabad,2018-08-16,43.54,,12.25,39.05,28.19,,12.25,43.71,22.45,342.0
Ahmedabad,2018-08-17,28.66,,18.31,55.15,40.57,,18.31,32.57,15.68,311.0
Ahmedabad,2018-08-18,31.01,,26.43,63.76,50.83,,26.43,128.43,18.69,467.0
Ahmedabad,2018-08-19,33.95,,30.33,67.31,55.47,,30.33,152.48,14.95,429.0
Ahmedabad,2018-08-20,33.7,,24.01,59.07,46.74,,24.01,156.24,23.59,490.0
Ahmedabad,2018-08-21,48.21,,29.28,66.43,54.26,,29.28,151.44,13.38,445.0
Ahmedabad,2018-08-22,40.66,,30.95,61.16,52.93,,30.95,120.48,14.02,499.0
Ahmedabad,2018-08-23,38.65,,30.68,60.26,52.29,,30.68,146.84,16.31,482.0
Ahmedabad,2018-08-24,49.47,,34.28,63.28,56.19,,34.28,88.36,13.94,527.0
Ahmedabad,2018-08-25,33.2,,36.15,56.35,54.46,,36.15,96.68,8.76,556.0
Ahmedabad,2018-08-26,34.52,,31.19,51.26,48.28,,31.19,66.48,,482.0
Ahmedabad,2018-08-27,44.57,,33.12,57.85,52.94,,33.12,34.74,,597.0
Ahmedabad,2018-08-28,58.92,,26.74,67.8,53.03,,26.74,56.88,,491.0
Ahmedabad,2018-08-29,51.03,,26.37,63.05,50.44,,26.37,49.27,,460.0
Ahmedabad,2018-08-30,45.77,,33.34,54.56,51.5,,33.34,25.47,,510.0
Ahmedabad,2018-08-31,38.22,,41.0,60.3,60.01,,41.0,59.94,,623.0
Ahmedabad,2018-09-01,34.44,,35.18,58.49,54.79,,35.18,85.34,,577.0
Ahmedabad,2018-09-02,28.8,,28.47,49.07,45.18,,28.47,101.38,,440.0
Ahmedabad,2018-09-06,22.14,,28.37,68.25,54.47,,28.37,49.31,22.93,520.0
Ahmedabad,2018-09-07,19.66,,24.39,65.16,49.98,,24.39,56.92,26.6,518.0
Ahmedabad,2018-09-08,22.3,,34.43,74.87,62.22,,34.43,60.72,,524.0
Ahmedabad,2018-09-09,22.33,,40.34,74.32,66.36,,40.34,111.98,,576.0
Ahmedabad,2018-09-10,18.54,,43.81,58.57,61.27,,43.81,102.83,,688.0
Ahmedabad,2018-09-11,17.91,,32.15,57.3,51.94,,32.15,74.72,,521.0
Ahmedabad,2018-09-12,16.28,,26.67,57.19,47.8,,26.67,50.26,,447.0
Ahmedabad,2018-09-13,21.06,,29.17,53.85,48.04,,29.17,65.55,,477.0
Ahmedabad,2018-09-14,20.82,,31.54,53.22,49.5,,31.54,60.88,,481.0
Ahmedabad,2018-09-15,18.18,,33.85,62.81,55.9,,33.85,71.39,,500.0
Ahmedabad,2018-09-16,21.41,,32.1,75.42,60.74,,32.1,73.4,,530.0
Ahmedabad,2018-09-17,24.51,,34.65,82.95,66.32,,34.65,63.4,,696.0
Ahmedabad,2018-09-18,28.15,,29.08,88.14,64.7,,29.08,70.24,,580.0
Ahmedabad,2018-09-19,23.65,,22.79,74.6,53.4,,22.79,65.46,,546.0
Ahmedabad,2018-09-20,25.32,,38.95,85.39,70.72,,38.95,43.6,,631.0
Ahmedabad,2018-09-21,25.87,,23.11,100.26,66.16,,23.11,30.28,,876.0
Ahmedabad,2018-09-22,22.62,,23.36,121.4,76.65,,23.36,42.11,,493.0
Ahmedabad,2018-09-23,21.12,,22.46,66.12,49.02,,22.46,27.9,,410.0
Ahmedabad,2018-09-24,21.79,,25.94,63.21,50.19,,25.94,25.39,,398.0
Ahmedabad,2018-09-25,18.87,,27.35,85.35,62.04,,27.35,38.27,,457.0
Ahmedabad,2018-09-26,22.11,,24.68,100.39,67.38,,24.68,78.83,,428.0
Ahmedabad,2018-09-27,24.07,,20.32,133.0,80.04,,20.32,45.29,75.33,413.0
Ahmedabad,2018-09-28,25.9,,40.29,165.62,110.86,,40.29,56.95,37.07,680.0
Ahmedabad,2018-09-29,29.8,,42.91,169.17,114.54,,42.91,64.17,53.0,787.0
Ahmedabad,2018-09-30,29.37,,42.88,163.3,111.66,,42.88,60.33,44.38,862.0
Ahmedabad,2018-10-01,33.95,,59.21,191.14,136.93,,59.21,74.04,45.36,951.0
Ahmedabad,2018-10-02,31.13,,26.73,177.13,106.35,,26.73,53.57,67.63,712.0
Ahmedabad,2018-10-03,58.28,,15.84,127.95,74.24,,15.84,128.38,66.85,483.0
Ahmedabad,2018-10-04,63.92,,12.95,102.78,46.66,,12.95,92.16,69.39,379.0
Ahmedabad,2018-10-05,73.89,,4.5,53.74,28.34,,4.5,46.31,59.52,214.0
Ahmedabad,2018-10-06,79.37,,30.71,62.42,50.34,,30.71,80.71,69.32,508.0
Ahmedabad,2018-10-07,78.64,,32.81,68.8,58.04,,32.81,75.18,57.87,713.0
Ahmedabad,2018-10-08,122.92,,34.89,94.67,72.22,,34.89,119.78,40.0,688.0
Ahmedabad,2018-10-09,160.05,,34.65,115.92,82.4,,34.65,90.5,48.77,844.0
Ahmedabad,2018-10-10,113.9,,46.02,68.38,63.36,,46.02,100.12,65.26,786.0
Ahmedabad,2018-10-11,126.66,,33.97,112.69,45.73,,33.97,76.09,55.06,664.0
Ahmedabad,2018-10-12,116.02,,44.47,98.22,48.04,,44.47,64.62,39.74,914.0
Ahmedabad,2018-10-13,96.65,,25.15,110.33,40.26,,25.15,53.75,59.62,536.0
Ahmedabad,2018-10-14,110.05,,19.73,114.23,38.17,,19.73,101.29,51.12,403.0
Ahmedabad,2018-10-15,109.84,,23.16,104.87,37.85,,23.16,72.69,60.82,427.0
Ahmedabad,2018-10-16,140.06,,28.2,146.82,50.64,,28.2,98.85,57.6,685.0
Ahmedabad,2018-10-17,109.11,,29.19,118.85,44.54,,29.19,94.22,60.25,558.0
Ahmedabad,2018-10-18,107.26,,26.76,94.48,37.38,,26.76,90.9,48.62,487.0
Ahmedabad,2018-10-19,105.87,,18.18,90.33,31.62,,18.18,97.98,46.82,453.0
Ahmedabad,2018-10-20,101.86,,27.99,105.96,40.8,,27.99,89.37,54.3,559.0
Ahmedabad,2018-10-21,96.15,,94.41,80.49,71.73,,94.41,76.61,42.8,1291.0
Ahmedabad,2018-10-22,88.58,,112.71,85.92,85.03,,112.71,90.9,57.78,1350.0
Ahmedabad,2018-10-23,129.98,,81.12,97.96,69.53,,81.12,70.06,,1561.0
Ahmedabad,2018-10-24,103.71,,34.72,111.67,45.91,,34.72,54.23,119.43,906.0
Ahmedabad,2018-10-25,121.11,,51.7,137.41,61.49,,51.7,78.64,58.07,824.0
Ahmedabad,2018-10-26,82.49,,30.47,80.4,36.1,,30.47,61.13,48.85,578.0
Ahmedabad,2018-10-27,72.93,,90.96,78.54,73.82,,90.96,39.24,69.95,161.0
Ahmedabad,2018-10-28,94.08,,34.06,50.69,30.89,,34.06,68.42,47.74,849.0
Ahmedabad,2018-10-29,82.88,,18.59,73.74,27.9,,18.59,56.89,47.67,574.0
Ahmedabad,2018-10-30,88.69,,26.91,70.9,31.3,,26.91,68.94,53.16,509.0
Ahmedabad,2018-10-31,82.52,,24.13,69.94,30.08,,24.13,44.95,64.07,556.0
Ahmedabad,2018-11-01,72.11,,48.7,85.77,47.36,,48.7,42.51,54.52,669.0
Ahmedabad,2018-11-02,78.48,,49.94,110.63,54.14,,49.94,67.06,46.93,1217.0
Ahmedabad,2018-11-03,103.22,,68.97,102.84,62.88,,68.97,57.8,52.79,1033.0
Ahmedabad,2018-11-04,70.39,,44.04,55.52,37.71,,44.04,69.83,59.5,625.0
Ahmedabad,2018-11-05,107.9,,43.47,109.59,50.08,,43.47,49.76,55.01,803.0
Ahmedabad,2018-11-06,117.08,,37.42,106.21,46.11,,37.42,77.6,55.05,741.0
Ahmedabad,2018-11-07,162.18,,59.53,94.35,59.82,,59.53,42.01,67.0,776.0
Ahmedabad,2018-11-08,205.21,,93.31,100.87,77.22,,93.31,75.95,61.17,1630.0
Ahmedabad,2018-11-09,165.37,,70.6,95.3,61.99,,70.6,52.45,39.6,1160.0
Ahmedabad,2018-11-10,110.7,,38.01,107.13,76.89,,38.01,57.58,,1056.0
Ahmedabad,2018-11-11,143.72,,65.62,102.87,75.79,,65.62,51.92,,1256.0
Ahmedabad,2018-11-12,91.56,,79.42,118.89,73.26,,79.42,60.97,,1154.0
Ahmedabad,2018-11-13,133.13,,77.55,155.59,80.21,,77.55,101.13,,1548.0
Ahmedabad,2018-11-14,143.52,,41.62,138.89,56.23,,41.62,91.74,89.17,820.0
Ahmedabad,2018-11-15,83.28,,33.47,97.9,41.93,,33.47,48.93,36.84,688.0
Ahmedabad,2018-11-16,75.58,,44.07,68.01,40.73,,44.07,47.43,68.17,595.0
Ahmedabad,2018-11-17,93.73,,68.52,84.54,96.09,,68.52,62.65,50.29,1354.0
Ahmedabad,2018-11-18,127.46,,108.81,77.65,129.43,,108.81,63.63,48.32,1672.0
Ahmedabad,2018-11-19,98.6,,90.33,86.74,70.77,,90.33,85.76,52.53,1472.0
Ahmedabad,2018-11-20,84.71,,88.34,83.28,83.77,,88.34,70.31,40.06,1295.0
Ahmedabad,2018-11-21,86.52,,115.87,66.59,81.77,,115.87,44.24,36.0,1646.0
Ahmedabad,2018-11-22,90.1,,57.16,87.75,52.58,,57.16,60.45,41.82,1329.0
Ahmedabad,2018-11-23,68.52,,39.47,72.83,39.22,,39.47,60.58,50.1,530.0
Ahmedabad,2018-11-24,86.43,,34.52,82.76,38.92,,34.52,62.48,47.34,798.0
Ahmedabad,2018-11-25,70.51,,25.76,98.98,37.9,,25.76,67.36,47.72,689.0
Ahmedabad,2018-11-26,78.48,,16.91,84.74,29.58,,16.91,61.98,56.39,413.0
Ahmedabad,2018-11-27,63.75,,11.7,77.73,25.01,,11.7,64.78,59.28,415.0
Ahmedabad,2018-11-28,68.3,,8.69,73.99,22.45,,8.69,50.93,72.2,228.0
Ahmedabad,2018-11-29,91.23,,32.82,65.66,33.9,,32.82,34.58,56.17,392.0
Ahmedabad,2018-11-30,92.74,,28.91,80.7,35.3,,28.91,44.35,46.56,657.0
Ahmedabad,2018-12-01,96.58,,42.1,80.15,42.52,,42.1,52.73,42.37,657.0
Ahmedabad,2018-12-02,91.37,,28.26,91.43,37.49,,28.26,51.83,38.19,702.0
Ahmedabad,2018-12-03,88.02,,25.92,83.26,34.25,,25.92,37.48,42.7,488.0
Ahmedabad,2018-12-04,96.82,,31.36,78.81,36.22,,31.36,31.51,42.71,605.0
Ahmedabad,2018-12-05,96.89,,28.4,92.83,37.91,,28.4,33.05,41.44,687.0
Ahmedabad,2018-12-06,109.2,,37.47,104.9,45.83,,37.47,76.7,43.34,714.0
Ahmedabad,2018-12-07,94.95,,30.29,96.97,39.95,,30.29,65.02,43.5,667.0
Ahmedabad,2018-12-08,75.42,,11.02,75.02,23.99,,11.02,49.3,54.91,423.0
Ahmedabad,2018-12-09,73.07,,32.21,86.61,38.54,,32.21,45.82,51.18,417.0
Ahmedabad,2018-12-10,98.25,,57.51,110.07,58.22,,57.51,59.11,39.64,1158.0
Ahmedabad,2018-12-11,118.16,,60.28,102.68,58.0,,60.28,104.49,32.76,938.0
Ahmedabad,2018-12-12,95.4,,41.8,78.91,42.06,,41.8,51.61,39.05,920.0
Ahmedabad,2018-12-13,70.04,,14.87,78.1,26.87,,14.87,69.86,55.89,336.0
Ahmedabad,2018-12-14,56.71,,7.45,60.4,18.52,,7.45,42.48,61.74,275.0
Ahmedabad,2018-12-15,59.4,,7.23,47.87,15.42,,7.23,21.53,71.46,191.0
Ahmedabad,2018-12-16,54.75,,6.99,43.7,14.29,,6.99,19.99,76.37,172.0
Ahmedabad,2018-12-17,62.18,,7.67,55.29,17.43,,7.67,29.22,73.67,198.0
Ahmedabad,2018-12-18,238.42,,26.3,73.22,32.07,,26.3,34.63,63.89,381.0
Ahmedabad,2018-12-19,125.16,,46.84,96.16,48.74,,46.84,63.66,55.2,800.0
Ahmedabad,2018-12-20,106.45,,56.46,78.1,50.03,,56.46,83.62,55.5,967.0
Ahmedabad,2018-12-21,92.45,,46.89,85.56,46.28,,46.89,60.42,,978.0
Ahmedabad,2018-12-22,111.75,,89.19,90.59,88.27,,89.19,80.9,62.55,1558.0
Ahmedabad,2018-12-23,106.19,,45.76,89.03,47.49,,45.76,55.16,53.79,1300.0
Ahmedabad,2018-12-24,72.1,,11.61,94.32,28.91,,11.61,54.74,63.46,355.0
Ahmedabad,2018-12-25,79.15,,12.74,92.85,29.19,,12.74,64.9,70.54,370.0
Ahmedabad,2018-12-26,94.8,,23.18,79.56,31.84,,23.18,56.2,63.95,448.0
Ahmedabad,2018-12-27,80.14,,86.91,71.98,65.41,,86.91,64.7,47.86,1084.0
Ahmedabad,2018-12-28,89.14,,63.43,81.71,55.88,,63.43,70.0,44.86,1319.0
Ahmedabad,2018-12-29,68.29,,16.94,82.74,29.12,,16.94,61.27,51.76,379.0
Ahmedabad,2018-12-30,67.75,,17.63,81.78,29.28,,17.63,57.37,63.34,396.0
Ahmedabad,2018-12-31,80.54,,71.11,77.0,61.31,,71.11,64.49,60.07,744.0
Ahmedabad,2019-01-01,110.71,,63.03,111.56,100.04,,63.03,80.15,57.12,1474.0
Ahmedabad,2019-01-02,147.57,,59.56,107.46,129.87,,59.56,47.7,48.23,1246.0
Ahmedabad,2019-01-03,131.5,,119.68,75.82,88.04,,119.68,55.29,43.25,1719.0
Ahmedabad,2019-01-04,102.12,,57.92,95.29,54.93,,57.92,69.02,51.71,1264.0
Ahmedabad,2019-01-05,115.0,,63.86,111.04,61.99,,63.86,86.65,59.25,1127.0
Ahmedabad,2019-01-06,84.84,,40.16,72.85,39.55,,40.16,52.52,59.42,908.0
Ahmedabad,2019-01-07,74.62,,8.16,73.22,21.96,,8.16,48.21,74.83,236.0
Ahmedabad,2019-01-08,89.72,,13.83,80.78,26.92,,13.83,56.43,73.64,313.0
Ahmedabad,2019-01-09,84.03,,26.24,90.66,36.19,,26.24,63.72,72.75,471.0
Ahmedabad,2019-01-10,82.79,,32.14,79.69,36.86,,32.14,59.98,60.48,661.0
Ahmedabad,2019-01-11,76.38,,42.44,82.76,43.33,,42.44,70.61,59.68,711.0
Ahmedabad,2019-01-12,66.01,,53.08,73.79,46.37,,53.08,61.71,73.43,854.0
Ahmedabad,2019-01-13,116.42,,63.2,82.77,54.86,,63.2,64.52,59.07,1258.0
Ahmedabad,2019-01-14,75.49,,9.04,61.8,19.74,,9.04,34.03,80.26,407.0
Ahmedabad,2019-01-15,66.97,,6.96,37.35,12.77,,6.96,28.48,89.73,172.0
Ahmedabad,2019-01-16,161.09,,101.89,116.48,108.56,,101.89,64.92,84.85,116.0
Ahmedabad,2019-01-17,124.45,,96.21,97.63,81.12,,96.21,56.28,53.72,1302.0
Ahmedabad,2019-01-18,95.15,,48.24,95.6,49.59,,48.24,79.66,52.85,1275.0
Ahmedabad,2019-01-19,73.58,,32.68,80.71,37.41,,32.68,56.74,36.97,527.0
Ahmedabad,2019-01-20,86.32,,49.43,104.79,54.37,,49.43,79.76,35.32,839.0
Ahmedabad,2019-01-21,149.26,,78.38,85.92,65.56,,78.38,98.89,27.07,1537.0
Ahmedabad,2019-01-22,70.06,,26.17,55.69,27.82,,26.17,62.14,23.56,547.0
Ahmedabad,2019-01-23,86.59,,40.08,82.87,42.04,,40.08,83.72,32.62,716.0
Ahmedabad,2019-01-24,74.12,,18.26,81.45,29.55,,18.26,94.78,39.51,464.0
Ahmedabad,2019-01-25,52.92,,11.03,63.81,21.32,,11.03,63.17,43.54,302.0
Ahmedabad,2019-01-26,47.26,,16.22,64.71,24.43,,16.22,63.03,20.0,260.0
Ahmedabad,2019-01-27,52.79,,18.13,59.21,24.19,,18.13,37.29,,430.0
Ahmedabad,2019-01-28,63.68,,22.56,67.41,28.61,,22.56,37.73,53.12,477.0
Ahmedabad,2019-01-29,73.37,,16.1,77.92,27.51,,16.1,38.59,39.08,491.0
Ahmedabad,2019-01-30,55.24,,34.37,83.79,39.08,,34.37,78.4,40.04,470.0
Ahmedabad,2019-01-31,83.1,,37.91,110.77,47.47,,37.91,94.79,44.33,847.0
Ahmedabad,2019-02-01,76.87,,17.85,77.35,28.34,,17.85,87.94,36.28,559.0
Ahmedabad,2019-02-02,47.01,,13.12,66.95,23.24,,13.12,71.48,45.06,334.0
Ahmedabad,2019-02-03,54.77,,11.01,77.02,24.46,,11.01,64.47,53.55,346.0
Ahmedabad,2019-02-04,103.13,,46.91,80.34,45.24,,46.91,56.3,52.37,529.0
Ahmedabad,2019-02-05,117.59,,61.13,116.34,61.73,,61.13,76.89,42.29,1261.0
Ahmedabad,2019-02-06,50.15,,9.02,67.96,21.2,,9.02,57.09,47.5,254.0
Ahmedabad,2019-02-07,94.1,,10.62,44.91,16.6,,10.62,42.04,55.84,308.0
Ahmedabad,2019-02-08,105.03,,10.13,56.09,18.99,,10.13,41.4,43.09,290.0
Ahmedabad,2019-02-09,46.5,,15.39,79.42,27.47,,15.39,41.88,41.7,340.0
Ahmedabad,2019-02-10,41.76,,20.48,77.13,29.76,,20.48,55.24,44.7,492.0
Ahmedabad,2019-02-11,46.91,,14.6,86.07,28.61,,14.6,51.46,51.3,343.0
Ahmedabad,2019-02-12,59.98,,50.93,76.66,46.6,,50.93,53.21,53.67,604.0
Ahmedabad,2019-02-13,82.79,,45.8,86.15,47.96,,45.8,93.37,52.04,1028.0
Ahmedabad,2019-02-14,62.6,,19.59,65.12,26.31,,19.59,38.05,57.79,755.0
Ahmedabad,2019-02-15,72.53,,20.61,102.5,35.87,,20.61,45.85,46.37,489.0
Ahmedabad,2019-02-16,44.69,,32.07,75.36,35.79,,32.07,39.99,53.96,373.0
Ahmedabad,2019-02-17,54.18,,35.1,83.9,39.51,,35.1,51.23,51.56,914.0
Ahmedabad,2019-02-18,81.84,,28.68,104.86,40.93,,28.68,87.99,43.05,895.0
Ahmedabad,2019-02-19,46.48,,17.55,60.72,24.22,,17.55,42.93,39.32,502.0
Ahmedabad,2019-02-20,62.32,,64.13,83.57,55.67,,64.13,38.91,32.1,834.0
Ahmedabad,2019-02-21,37.26,,8.83,37.95,13.95,,8.83,23.36,29.13,826.0
Ahmedabad,2019-02-22,37.96,,16.2,48.69,20.61,,16.2,19.56,15.47,403.0
Ahmedabad,2019-02-23,34.1,,12.42,67.07,22.88,,12.42,42.34,59.67,253.0
Ahmedabad,2019-02-24,64.5,,56.57,77.32,49.9,,56.57,52.95,39.14,789.0
Ahmedabad,2019-02-25,50.97,,42.41,49.52,35.15,,42.41,38.67,43.21,904.0
Ahmedabad,2019-02-26,64.44,,13.19,45.6,18.2,,13.19,33.91,33.88,467.0
Ahmedabad,2019-02-27,51.5,,12.26,52.88,19.41,,12.26,29.79,38.45,296.0
Ahmedabad,2019-02-28,33.38,,14.07,73.92,25.42,,14.07,50.46,48.39,307.0
Ahmedabad,2019-03-01,42.11,,14.18,84.67,28.04,,14.18,49.29,47.63,350.0
Ahmedabad,2019-03-02,46.35,,9.25,69.51,21.69,,9.25,62.8,69.79,318.0
Ahmedabad,2019-03-03,61.32,,15.88,48.4,20.36,,15.88,49.88,21.17,338.0
Ahmedabad,2019-03-04,48.84,,9.85,42.96,15.71,,9.85,26.4,51.34,276.0
Ahmedabad,2019-03-05,39.23,,12.69,67.29,23.08,,12.69,33.79,59.73,286.0
Ahmedabad,2019-03-06,45.37,,23.56,72.21,30.3,,23.56,45.56,49.33,461.0
Ahmedabad,2019-03-07,55.7,,34.47,72.07,36.24,,34.47,51.26,52.99,824.0
Ahmedabad,2019-03-08,54.11,,48.38,54.45,38.8,,48.38,45.55,41.35,754.0
Ahmedabad,2019-03-09,52.68,,29.23,47.19,26.52,,29.23,15.13,57.32,926.0
Ahmedabad,2019-03-10,44.12,,10.66,79.99,24.97,,10.66,60.68,61.08,280.0
Ahmedabad,2019-03-11,46.52,,17.55,48.97,21.43,,17.55,38.16,47.77,310.0
Ahmedabad,2019-03-12,57.06,,34.49,100.8,43.19,,34.49,60.72,48.13,606.0
Ahmedabad,2019-03-13,84.14,,15.24,107.41,34.05,,15.24,79.47,50.53,632.0
Ahmedabad,2019-03-14,52.24,,10.75,61.88,20.71,,10.75,24.81,56.16,262.0
Ahmedabad,2019-03-15,62.44,,26.15,84.42,34.65,,26.15,48.85,58.49,428.0
Ahmedabad,2019-03-16,66.97,,17.21,91.72,31.41,,17.21,62.66,59.98,625.0
Ahmedabad,2019-03-17,75.05,,12.67,96.99,30.14,,12.67,58.55,64.12,321.0
Ahmedabad,2019-03-18,60.5,,18.21,104.48,35.0,,18.21,41.81,56.66,353.0
Ahmedabad,2019-03-19,88.33,,80.16,95.95,73.2,,80.16,39.24,45.03,1017.0
Ahmedabad,2019-03-20,78.11,,13.65,60.29,21.95,,13.65,40.62,29.9,876.0
Ahmedabad,2019-03-21,62.04,,24.16,60.52,29.65,,24.16,38.14,41.42,380.0
Ahmedabad,2019-03-22,73.98,,43.21,64.62,40.71,,43.21,28.52,48.02,730.0
Ahmedabad,2019-03-23,75.84,,41.7,95.28,46.74,,41.7,54.31,50.85,998.0
Ahmedabad,2019-03-24,92.21,,26.17,69.96,60.01,,26.17,39.96,43.76,917.0
Ahmedabad,2019-03-25,64.71,,20.95,81.65,31.09,,20.95,65.11,38.94,402.0
Ahmedabad,2019-03-26,67.44,,15.64,86.7,29.34,,15.64,61.6,47.12,404.0
Ahmedabad,2019-03-27,69.51,,54.2,85.74,53.69,,54.2,69.03,63.51,559.0
Ahmedabad,2019-03-28,112.44,,61.37,88.16,69.9,,61.37,88.25,41.77,1459.0
Ahmedabad,2019-03-29,133.21,,50.0,62.67,47.93,,50.0,45.16,24.82,1222.0
Ahmedabad,2019-03-30,89.74,,33.94,68.97,35.31,,33.94,9.65,17.76,869.0
Ahmedabad,2019-03-31,74.35,,11.84,58.93,24.38,,11.84,10.22,28.63,471.0
Ahmedabad,2019-04-01,96.96,,16.25,88.34,42.22,,16.25,15.4,30.19,353.0
Ahmedabad,2019-04-02,122.78,,36.74,99.37,75.89,,36.74,15.97,25.6,679.0
Ahmedabad,2019-04-03,109.21,,47.6,90.25,79.91,,47.6,13.25,26.93,688.0
Ahmedabad,2019-04-04,94.41,,20.27,84.32,56.25,,20.27,9.95,21.82,1044.0
Ahmedabad,2019-04-05,97.92,,23.05,75.36,53.96,,23.05,11.42,17.98,537.0
Ahmedabad,2019-04-06,97.68,,21.56,72.48,51.45,,21.56,12.63,20.2,420.0
Ahmedabad,2019-04-07,99.9,,24.47,56.89,46.01,,24.47,15.72,15.01,534.0
Ahmedabad,2019-04-08,78.55,,26.28,69.17,53.36,,26.28,11.52,18.04,472.0
Ahmedabad,2019-04-09,73.58,,19.53,63.23,45.42,,19.53,11.56,26.46,493.0
Ahmedabad,2019-04-10,64.02,,51.44,40.04,56.47,,51.44,6.21,13.73,566.0
Ahmedabad,2019-04-11,81.22,,65.1,44.75,67.79,,65.1,7.27,15.7,1121.0
Ahmedabad,2019-04-12,75.74,,21.38,67.43,48.85,,21.38,8.99,17.56,944.0
Ahmedabad,2019-04-13,70.14,,20.83,68.1,48.76,,20.83,5.29,27.51,395.0
Ahmedabad,2019-04-14,67.2,,11.75,57.38,36.76,,11.75,7.75,46.45,406.0
Ahmedabad,2019-04-15,225.49,,29.7,62.65,51.85,,29.7,30.33,36.29,649.0
Ahmedabad,2019-04-16,182.46,,15.24,59.22,40.26,,15.24,49.94,48.98,428.0
Ahmedabad,2019-04-17,95.69,,9.19,60.62,36.3,,9.19,85.28,75.85,392.0
Ahmedabad,2019-04-18,93.12,,8.88,72.4,41.94,,8.88,36.52,74.03,274.0
Ahmedabad,2019-04-19,64.3,,10.74,95.27,54.49,,10.74,57.46,74.2,354.0
Ahmedabad,2019-04-20,81.71,,23.23,128.87,79.56,,23.23,91.79,77.88,419.0
Ahmedabad,2019-04-21,66.39,,60.25,77.36,83.16,,60.25,50.53,63.95,1205.0
Ahmedabad,2019-04-22,92.59,,35.37,92.43,71.48,,35.37,72.51,63.21,778.0
Ahmedabad,2019-04-23,84.47,,27.88,85.23,63.88,,27.88,70.3,59.98,730.0
Ahmedabad,2019-04-24,76.98,,9.49,43.57,28.34,,9.49,51.35,40.16,608.0
Ahmedabad,2019-04-28,91.99,,75.71,46.84,82.03,,75.71,42.2,51.25,1346.0
Ahmedabad,2019-04-29,110.7,,11.92,49.22,32.91,,11.92,49.14,57.93,1015.0
Ahmedabad,2019-04-30,132.76,,9.13,65.49,38.76,,9.13,55.8,78.36,255.0
Ahmedabad,2019-05-01,113.47,,23.43,70.08,51.67,,23.43,83.88,49.54,518.0
Ahmedabad,2019-05-02,101.68,,24.04,76.61,55.31,,24.04,106.65,64.47,604.0
Ahmedabad,2019-05-03,86.07,,13.77,62.42,40.29,,13.77,96.27,41.5,315.0
Ahmedabad,2019-05-04,72.58,,14.52,54.32,37.33,,14.52,77.82,2.97,326.0
Ahmedabad,2019-05-05,81.79,,19.4,58.23,42.89,,19.4,136.27,3.02,449.0
Ahmedabad,2019-05-06,72.54,,23.99,74.87,54.42,,23.99,98.42,3.11,455.0
Ahmedabad,2019-05-07,58.71,,12.69,70.34,31.99,,12.69,66.1,2.16,398.0
Ahmedabad,2019-05-08,72.51,,15.56,57.84,39.83,,15.56,88.54,3.12,346.0
Ahmedabad,2019-05-09,43.83,,11.8,43.77,17.0,,11.8,46.28,3.13,291.0
Ahmedabad,2019-05-15,37.55,122.41,15.08,85.12,58.72,,15.08,163.01,48.23,281.0
Ahmedabad,2019-05-16,33.97,116.32,14.67,79.71,55.61,,14.67,91.26,51.86,330.0
Ahmedabad,2019-05-17,35.48,130.07,18.02,77.61,58.41,,18.02,98.35,38.99,356.0
Ahmedabad,2019-05-18,34.11,138.31,13.27,75.23,51.83,,13.27,88.66,42.22,359.0
Ahmedabad,2019-05-19,33.69,111.73,34.56,68.9,69.77,,34.56,80.9,36.95,547.0
Ahmedabad,2019-05-20,42.31,118.65,17.47,81.84,59.84,,17.47,89.57,46.68,813.0
Ahmedabad,2019-05-21,24.6,103.88,11.03,81.24,52.21,,11.03,80.74,46.65,321.0
Ahmedabad,2019-05-22,27.93,103.3,11.44,76.75,50.49,,11.44,86.48,54.34,270.0
Ahmedabad,2019-05-23,41.39,135.65,14.29,89.1,59.76,,14.29,105.96,49.7,323.0
Ahmedabad,2019-05-24,46.79,148.0,14.31,93.27,61.82,,14.31,131.04,56.31,344.0
Ahmedabad,2019-05-25,51.63,156.97,17.96,89.18,63.98,,17.96,134.22,49.62,404.0
Ahmedabad,2019-05-26,63.15,177.87,28.03,100.08,80.78,,28.03,122.43,50.32,558.0
Ahmedabad,2019-05-27,57.47,163.36,21.39,112.68,79.36,,21.39,143.3,52.19,435.0
Ahmedabad,2019-05-28,50.27,156.63,21.02,103.05,74.24,,21.02,118.55,49.86,440.0
Ahmedabad,2019-05-29,42.02,140.66,16.43,71.51,53.58,,16.43,82.75,52.44,374.0
Ahmedabad,2019-05-30,48.74,153.69,19.89,91.02,67.08,,19.89,138.12,52.86,515.0
Ahmedabad,2019-05-31,46.51,136.34,16.75,85.37,60.74,,16.75,145.55,44.53,360.0
Ahmedabad,2019-06-01,48.1,142.06,23.83,70.71,61.67,,23.83,142.52,40.22,467.0
Ahmedabad,2019-06-02,41.38,119.91,21.8,70.35,59.18,,21.8,134.76,41.5,402.0
